event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MLI8274,2023-02-16,2023,2,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Mopti,Bankass,Sokoura,Massakana,13.5,-3.7332,2,FAMAMali,National,"Around 16 February 2023 (between 15 - 17 February), FAMa conducted a reconnaissance operation and 'neutralized' (presumably killed) seven militants (suspected to be JNIM) and seized rifles, motorcycles, and equipment in the areas of Massakana, Sama, Sokoura, Toun, and Ouenkoro (Bankass, Mopti), according to a FAMa report. Fatalities are split across five events.",1,,1677520657
MLI8275,2023-02-16,2023,2,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Mopti,Bankass,Sokoura,Sama,13.5902,-3.9506,2,FAMAMali,National,"Around 16 February 2023 (between 15 - 17 February), FAMa conducted a reconnaissance operation and 'neutralized' (presumably killed) seven militants (suspected to be JNIM) and seized rifles, motorcycles, and equipment in the areas of Sama, Sokoura, Toun, Ouenkoro, and Massakana (Bankass, Mopti), according to a FAMa report. Fatalities are split across five events.",2,,1677520657
MLI8276,2023-02-16,2023,2,Political violence,Battles,Armed clash,Military Forces of Mali (2021-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,466,Western Africa,Mali,Mopti,Bankass,Sokoura,Sokoura,13.5025,-3.766,2,FAMAMali,National,"Around 16 February 2023 (between 15 - 17 February), FAMa conducted a reconnaissance operation and 'neutralized' (presumably killed) seven militants (suspected to be JNIM) and seized rifles, motorcycles, and equipment in the areas of Sokoura, Sama, Toun, Ouenkoro, and Massakana (Bankass, Mopti), according to a FAMa report. Fatalities are split across five events.",2,,1677520657
NIR29767,2023-02-16,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa),,2,Civilians (Niger),Labor Group (Niger),7,27,Civilian targeting,562,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,1,Facebook; Urgence Diffa,New media,"On 16 February 2023, suspected ISWAP militants abducted a merchant in the town of Diffa (Diffa, Diffa). The abducted was released on 21 February.",0,,1677520658
TOG8746,2023-02-16,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Togo),,3,Civilians (Togo),Farmers (Togo),7,37,Civilian targeting,768,Western Africa,Togo,Savanes,Kpendjal,,Mandouri,10.85,0.8178,2,Togo Actualite,National,"On 16 February 2023, an unidentified armed group killed 4 farmers in Tarou, near Mandouri (Kpendjal, Savanes).",4,,1677520658
NIR29784,2023-02-16,2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Niger),,7,27,Civilian targeting,562,Western Africa,Niger,Tillaberi,Tera,Kokorou,Foneko,14.2058,0.7438,1,Undisclosed Source,Local partner-Other,"On 16 February 2023, presumed IS Sahel militants abducted a person in the village of Foneko (Tera, Tillaberi). The individual was subsequently killed near the village and his livestock seized.",1,,1678117764
MLI8195,2023-02-16,2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),Tuareg Ethnic Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,NDaki,15.3584,-0.9241,1,Al Naba; Twitter; Undisclosed Source; Whatsapp,Local partner-Other,"On 16 February 2023, IS Sahel militants killed a Tuareg man during an incursion in the village of NDaki (Gourma-Rharous, Tombouctou). IS Sahel claimed responsibility and said its fighters killed four JNIM members.",1,,1680570813
MLI8299,2023-02-16,2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),JNIM: Group for Support of Islam and Muslims,7,27,Civilian targeting,466,Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,2,Al Naba; Undisclosed Source,Local partner-Other,"On 16 February 2023, IS Sahel militants ran an irregular checkpoint between Gossi and NDaki (Gourma-Rharous, Tombouctou). The militants intercepted marketgoers and killed one person suspected of being a JNIM member. IS Sahel claimed responsibility and said its fighters targeted and killed nine JNIM members.",1,,1680570813
BFO9208,2023-02-15,2023,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,,854,Western Africa,Burkina Faso,Centre-Nord,Bam,Sabse,Loungo,13.2293,-1.4717,1,Whatsapp,New media,"Looting: On 15 February 2023, presumed JNIM militants seized livestock in the village of Loungo (Sabse, Bam).",0,,1676916121
BFO9220,2023-02-15,2023,1,Political violence,Battles,Armed clash,Military Forces of Burkina Faso (2022-),,1,JNIM: Group for Support of Islam and Muslims,,2,12,,854,Western Africa,Burkina Faso,Centre-Sud,Nahouri,Po,Po,11.17,-1.15,2,AIB (Burkina Faso),National,"On 15 February 2023, the army carried out a combined air and ground operation involving an airstrike against presumed JNIM militants near the town of Po (Po, Nahouri). An unspecified number of militants were killed and a base destroyed. Five weapons, ammunition and equipment were seized by the soldiers. Unknown fatalities coded as 10.",10,,1676916121
BFO9231,2023-02-15,2023,1,Political violence,Violence against civilians,Attack,Military Forces of Burkina Faso (2022-),,1,Civilians (Burkina Faso),JNIM: Group for Support of Islam and Muslims,7,17,Civilian targeting,854,Western Africa,Burkina Faso,Cascades,Comoe,Mangodara,Mangodara,9.9,-4.35,2,Facebook; Whatsapp,New media,"On 15 February 2023, soldiers killed a civilian near town of Mangodara (Mangodara, Comoe). He was suspected of collaborating with JNIM militants.",1,,1676916121
BFO9232,2023-02-15,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Burkina Faso),Labor Group (Burkina Faso),6,,,0,60,,854,Western Africa,Burkina Faso,Cascades,Comoe,Beregadougou,Beregadougou,10.7667,-4.75,1,AIB (Burkina Faso); Facebook,New media-National,"On 15 February 2023, a large number of SN SOSUCO workers stopped all activities and protested peacefully in the town of Beregadougou (Beregadougou, Comoe). The protesters asked the company management for better living and working conditions (including a 100 percent increase in salary and allowances, health care and a 13th month bonus).",0,crowd size=a large number,1676916121
BFO9235,2023-02-15,2023,1,Political violence,Violence against civilians,Attack,Military Forces of Burkina Faso (2022-),,1,Civilians (Burkina Faso),JNIM: Group for Support of Islam and Muslims,7,17,Civilian targeting,854,Western Africa,Burkina Faso,Nord,Passore,Bagare,Bagare,12.9117,-2.6051,2,Facebook; Whatsapp,New media,"On 15 February 2023, soldiers killed a civilian near town of Bagare (Bagare, Passore). He was suspected of collaborating with JNIM militants.",1,,1676916121
GUI2416,2023-02-15,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Guinea),FNDC: National Front for the Defense of the Constitution,6,Police Forces of Guinea (2021-),,1,16,,324,Western Africa,Guinea,Conakry,Conakry,Kaloum,Conakry,9.5091,-13.7122,1,Africa Guinee; Guinea News,National,"On 15 February 2023, overnight, demonstrators blocked the road the day before demonstration of the FNDC, an opposition group, despite the intervention of the police forces in several districts of Ratoma Commune of Conakry city (Kaloum, Conakry).",0,crowd size=no report,1676916121
GUI2418,2023-02-15,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Guinea),,6,,,0,60,,324,Western Africa,Guinea,Kindia,Kindia,Sougueta,Sougueta,10.1501,-12.5374,1,Guinee Matin,National,"On 15 February 2023, a group demonstrated against power outages and blamed the company 'Diamond Cement' for these in Sougueta (Sougueta, Kindia, Kindia).",0,crowd size=no report,1676916121
MLI8204,2023-02-15,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),Wagner Group,1,12,,466,Western Africa,Mali,Mopti,Bankass,Baye,Baye,13.6226,-3.3705,2,Undisclosed Source,Local partner-Other,"On 15 February 2023, JNIM militants and FAMa and Wagner forces clashed in the area of Baye (Bankass, Mopti). Casualties unknown.",0,,1676916121
MLI8209,2023-02-15,2023,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),Wagner Group,1,Civilians (Mali),,7,17,Civilian targeting,466,Western Africa,Mali,Mopti,Bankass,Sokoura,Makanou,13.5567,-3.8009,1,Facebook,New media,"On 15 February 2023, FAMa and Wagner forces attacked the village of Makanou (Bankass, Mopti). Casualties unknown.",0,,1676916121
NIG29936,2023-02-15,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),,5,Civilians (Nigeria),,7,57,,566,Western Africa,Nigeria,Delta,Udu,,Otor Udu,5.4527,5.8696,2,Daily Post (Nigeria); New Telegraph,National,"On 15 February 2023, demonstrators set a bank ablaze while demonstrating in Udu LGA (Delta) coded to Otor Udu over the scarcity of the new naira notes and hike in fuel price. Other sources report that two persons were killed, several others were wounded and three banks were burned down, the police spokesperson in the state denied the claims of fatalities.",2,crowd size=no report,1676916122
NIG29937,2023-02-15,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),,5,Military Forces of Nigeria (2015-),,1,15,,566,Western Africa,Nigeria,Edo,Oredo,,Benin City,6.3351,5.6275,1,Blueprint; Daily Champion,National,"On 15 February 2023, rioters clashed with military forces who fired gunshots in an attempt to disperse a crowd that was demonstrating in Benin City (Oredo, Edo) over their inability to spend old naira notes. Three persons were killed, the rioters set bonfires on major roads, attacked commercial banks and destroyed their ATMs. The state government claimed that the demonstration was politically motivated, the governor demanded that his predecessor should be arrested for instigating people to riot, the claims of the governor were denied by the former governor's spokesman.",3,crowd size=no report,1676916122
NIG29940,2023-02-15,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),Labor Group (Nigeria); Women (Nigeria),6,,,0,60,,566,Western Africa,Nigeria,Oyo,Akinyele,,Akinyele,7.5975,3.9164,2,Daily Independent (Nigeria),National,"On 15 February 2023, hundreds of fish sellers most of whom were women protested at premises of a radio station along Iwo road-Ojoo expressway, coded to Akinyele (Akinyele, Oyo) over the rejection of old naira notes by cold room operators.",0,crowd size=hundreds,1676916122
NIG29952,2023-02-15,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),,5,Military Forces of Nigeria (2015-),,1,15,,566,Western Africa,Nigeria,Kwara,Ilorin West,,Ilorin,8.4875,4.5235,1,"Daily Leadership (Nigeria); Daily Post (Nigeria); Guardian (Nigeria); Risk and Strategic Management, Corporation",Local partner-International,"On 15 February 2023, demonstrators barricaded roads with tires that they set ablaze in Ilorin (Ilorin West, Kwara) while demonstrating over the scarcity of new naira notes and the rejection of old higher bank notes by traders in Oloje and Oko-Olowo areas. Soldiers were deployed to the area and they shot sporadically to disperse the demonstrators, five of whom were arrested.",0,crowd size=no report,1676916122
NIG29965,2023-02-15,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),,5,Police Forces of Nigeria (2015-),,1,15,,566,Western Africa,Nigeria,Benue,Otukpo,,Oturkpo,7.1914,8.1333,2,New Telegraph; Sun (Nigeria),National,"On 15 February 2023, hundreds of youths set up bonfires and demonstrated on the major streets of Oturkpo and the Enugu -Oturkpo highway (Otukpo, Benue) over naira notes and fuel scarcity. Policemen intervened and restored calm in the area.",0,crowd size=hundreds,1676916122
NIG29967,2023-02-15,2023,1,Political violence,Battles,Armed clash,Islamic State (West Africa),,2,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,22,,566,Western Africa,Nigeria,Borno,Mafa,,Mafa,12.1,13.7,2,Twitter,New media,"On 15 February 2023, ISWAP and Boko Haram [JAS faction] militants clashed at Boskoro village, between Dikwa and Mafa (Mafa, Borno). Many militants from both sides were killed, fatalities coded as 3.",3,,1676916122
NIG29968,2023-02-15,2023,1,Political violence,Battles,Armed clash,Islamic State (West Africa),,2,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,22,,566,Western Africa,Nigeria,Borno,Damboa,,Damboa,11.156,12.7576,2,Twitter,New media,"On 15 February 2023, ISWAP and Boko Haram [JAS faction] militants clashed at Wuyafchi village, Damboa LGA (Borno). 16 militants were killed.",16,,1676916122
NIG29972,2023-02-15,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),,5,,,0,50,,566,Western Africa,Nigeria,Oyo,Ibadan North West,,Ibadan,7.3776,3.9059,1,Blueprint; CKN Nigeria; Daily Post (Nigeria),National,"On 15 February 2023, demonstrators set bonfires on the roads at Apete, Eleyele and Eruwa areas in Ibadan (Ibadan North West, Oyo) while demonstrating over scarcity of fuel and naira notes.",0,crowd size=no report,1676916122
NIG29978,2023-02-15,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),,5,,,0,50,,566,Western Africa,Nigeria,Ondo,Akure South,,Akure,7.2526,5.1931,1,Daily Leadership (Nigeria),National,"On 15 February 2023, scores of commercial motorcyclists demonstrated and set bonfires on the road in Akure (Akure South, Ondo) while demonstrating over their inability to withdraw naira notes. Policemen were at the scene of the demonstration in order to monitor it.",0,crowd size=scores,1676916122
NIG29986,2023-02-15,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),,5,,,0,50,,566,Western Africa,Nigeria,Delta,Warri South,,Warri,5.5167,5.75,1,Daily Leadership (Nigeria); Sahara Reporters,National-International,"On 15 February 2023, demonstrators set an ATM ablaze in Warri (Warri South, Delta) while demonstrating over the scarcity of the new naira notes and hike in fuel price.",0,crowd size=no report,1676916122
NIG29995,2023-02-15,2023,1,Political violence,Violence against civilians,Attack,Islamic State (West Africa),,2,Civilians (Nigeria),,7,27,Civilian targeting,566,Western Africa,Nigeria,Borno,Bama,,Jakana,11.6651,14.041,1,Twitter,New media,"On 15 February 2023, ISWAP militants killed one civilian and abducted his mother in Jakana (Bama, Borno).",1,,1676916122
NIG29996,2023-02-15,2023,1,Political violence,Battles,Armed clash,Military Forces of Nigeria (2015-),,1,Police Forces of Nigeria (2015-),,1,11,,566,Western Africa,Nigeria,Ogun,Shagamu,,Ogigo,6.6955,3.5117,1,Daily Trust (Nigeria); Nigeria Punch,National,"On 15 February 2023, soldiers from 174 battalion wounded an unspecified number of policemen and other persons when they attacked Ogigo police station (Shagamu, Ogun) and set it ablaze. The attack was a reprisal, for the murder of a soldier by a policeman who ran into the station [coded separately]. The military authorities claimed that the attack was carried out by a mob and not soldiers.",0,,1676916122
NIG29998,2023-02-15,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),,6,,,0,60,,566,Western Africa,Nigeria,Rivers,Obio,,Rumu-Osi,4.8785,6.9415,1,"Risk and Strategic Management, Corporation",Local partner-International,"On 15 February 2023, protesters blocked the road and protested in Rumu-Osi (Obio, Rivers) over the rejection of old naira notes by banks and the scarcity of new notes. Security operatives were deployed to restore normalcy.",0,crowd size=no report,1676916122
NIG30004,2023-02-15,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),,5,,,0,50,,566,Western Africa,Nigeria,Ondo,Ondo West,,Ondo,7.0932,4.8353,1,"Risk and Strategic Management, Corporation",Local partner-International,"On 15 February 2023, demonstrators burnt tires on the roads in different parts of Ondo town (Ondo West, Ondo) while demonstrating over the scarcity of new naira notes.",0,crowd size=no report,1676916122
NIG30005,2023-02-15,2023,1,Political violence,Violence against civilians,Attack,Military Forces of Nigeria (2015-),,1,Civilians (Nigeria),,7,17,Civilian targeting,566,Western Africa,Nigeria,Lagos,Ikorodu,,Ikorodu,6.6155,3.5087,2,Sahara Reporters,International,"On 15 February 2023, soldiers attacked and beat up a commuter who was on his way to Ikorodu (Ikorodu, Lagos) for having a police sticker on his car. The soldiers were on a reprisal over the murder of their colleague by a policeman around the area [coded separately].",0,,1676916122
NIG30006,2023-02-15,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),,5,,,0,50,,566,Western Africa,Nigeria,Delta,Udu,,Ovwian,5.4996,5.7873,1,"Risk and Strategic Management, Corporation",Local partner-International,"On 15 February 2023, demonstrators burnt tires on the roads and vandalized billboards in Ovwian town (Udu, Delta) while demonstrating over the scarcity of new naira notes.",0,crowd size=no report,1676916122
NIG30014,2023-02-15,2023,1,Political violence,Violence against civilians,Attack,Police Forces of Nigeria (2015-),,1,Civilians (Nigeria),Military Forces of Nigeria (2015-),7,17,Civilian targeting,566,Western Africa,Nigeria,Ogun,Shagamu,,Ogigo,6.6955,3.5117,1,Daily Trust (Nigeria); New Telegraph; Nigeria Punch,National,"On 15 February 2023, a policeman killed a soldier [presumed to have been off-duty because he was dressed in plain clothes] at Ogigo (Shagamu, Ogun) following an altercation. The victim was stabbed by the assailant who fled into the Ogigo police station, other sources report that the victim was shot by the policeman with his service pistol.",1,,1676916122
NIG30017,2023-02-15,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Nigeria),,6,Police Forces of Nigeria (2015-),,1,16,,566,Western Africa,Nigeria,Oyo,Ogbomosho North,,Ogbomosho,8.1333,4.2667,1,New Telegraph,National,"On 15 February 2023, protesters who were protesting in parts of Ogbomosho town (Ogbomosho North, Oyo) over their inability to withdraw money were dispersed by the police operatives.",0,crowd size=no report,1676916122
NIG30018,2023-02-15,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Nigeria),,6,Police Forces of Nigeria (2015-),,1,16,,566,Western Africa,Nigeria,Akwa Ibom,Uyo,,Uyo,5.0333,7.9266,1,Guardian (Nigeria),National,"On 15 February 2023, bank customers protested at the premises of the CBN in Uyo (Uyo, Akwa Ibom) over their inability to deposit and transact with old naira notes. Policemen at the premises fired teargas at the protesters while trying to disperse them.",0,crowd size=no report,1676916122
NIG30040,2023-02-15,2023,1,Political violence,Battles,Armed clash,Unidentified Cult Militia (Nigeria),,3,Unidentified Cult Militia (Nigeria),,3,33,,566,Western Africa,Nigeria,Bayelsa,Nembe,,Nembe,4.5394,6.4003,2,Daily Independent (Nigeria); Daily Post (Nigeria); Daily Trust (Nigeria),National,"On 15 February 2023, two unidentified cult militias clashed in Opu-Nembe community, Nembe LGA (Bayelsa) over a supremacy tussle. Three persons were killed; including an aide to the community's youth president and his girlfriend, the home of the youth president was vandalized. Other sources report that the clash was between two militant groups.",3,,1676916122
SEN1652,2023-02-15,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Senegal),,6,,,0,60,,686,Western Africa,Senegal,Dakar,Dakar,Plateau,Dakar,14.6667,-17.4441,1,Sen360,National,"On 15 February 2023, demonstrators marched to request the release of the singer Nit Doff and all political prisoners in Dakar (Plateau, Dakar).",0,crowd size=no report,1676916122
BFO9280,2023-02-15,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Burkina Faso),,3,Civilians (Burkina Faso),Labor Group (Burkina Faso),7,37,Civilian targeting,854,Western Africa,Burkina Faso,Sahel,Oudalan,Markoye,Markoye,14.6387,0.0342,2,Undisclosed Source,Local partner-Other,"On 15 February 2023, an unidentified armed group shot and killed three people between Markoye and Intissalatene (Markoye, Oudalan). The victims were coal vendors who were travelling to the Intissalatene mining site.",3,,1677520657
BFO9285,2023-02-15,2023,1,Strategic developments,Strategic developments,Other,Civilians (Burkina Faso),Refugees/IDPs (Burkina Faso),7,,,0,70,,854,Western Africa,Burkina Faso,Centre-Nord,Bam,Tikare,Dargouma,13.3973,-1.8277,1,Undisclosed Source,Local partner-Other,"Displacement: On 15 February 2023, residents left the village of Dargouma (Tikare, Bam) to Tikare, following threats by JNIM militants.",0,,1677520657
BFO9286,2023-02-15,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Civilian targeting,854,Western Africa,Burkina Faso,Nord,Zondoma,Goursi,Lago,13.3289,-2.4961,2,Undisclosed Source,Local partner-Other,"On 15 February 2023, a tricycle hit an IED likely planted by JNIM militants between Lago and Bouloulou (Goursi, Zondoma). Two civilians were killed and the tricycle damaged.",2,,1677520657
MLI8233,2023-02-15,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Mali),,3,Civilians (Mali),Labor Group (Mali),7,37,,466,Western Africa,Mali,Gao,Gao,Gounzoureye,Tacharane,16.1515,0.0708,2,Whatsapp,New media,"Property destruction: On 15 February 2023, an unidentified armed man set fire to a truck contracted by MINUSMA for waste management near the village of Tacharane (Gao, Gao).",0,,1677520657
MLI8241,2023-02-15,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (Sahel),,2,Civilians (Mali),Labor Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Menaka,Anderamboukane,Anderamboukane,Anderamboukane,15.422,3.0224,1,Undisclosed Source,Local partner-Other,"On 15 February 2023, IS Sahel militants abducted a merchant accused of selling tobacco in the town of Anderamboukane (Anderamboukane, Menaka).",0,,1677520657
MLI8248,2023-02-15,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Mali),,3,Civilians (Niger),Labor Group (Niger),7,37,,466,Western Africa,Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,2,Undisclosed Source,Local partner-Other,"Looting: On 15 February 2023, two unidentified armed men aboard a motorcycle intercepted three transport trucks coming from Niger and stripped the occupants of their belongings between Menaka (Menaka, Menaka) and Anderamboukane (Anderamboukane, Menaka).",0,,1677520657
MLI8252,2023-02-15,2023,2,Political violence,Riots,Mob violence,Rioters (Mali),Vigilante Group (Mali),5,Civilians (Mali),,7,57,Civilian targeting,466,Western Africa,Mali,Kayes,Kayes,Faleme,Diboli,14.4551,-12.1994,2,Undisclosed Source,Local partner-Other,"Around 15 February 2023 (week of), a number of residents lynched and burned two presumed thieves alive in the commune of Diboli, location coded as Diboli (Kayes, Kayes).",2,crowd size=no report,1677520657
NIR29776,2023-02-15,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (West Africa),,2,Civilians (Niger),Labor Group (Niger),7,27,,562,Western Africa,Niger,Diffa,Diffa,Chetimari,Zarwaram,13.1981,12.4835,1,Undisclosed Source,Local partner-Other,"Looting: On 15 February 2023, presumed ISWAP militants seized a large amount of supplies from a shop in the village of Zarwaram (Diffa, Diffa).",0,,1677520658
NIR29781,2023-02-15,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),,2,Civilians (Niger),,7,27,,562,Western Africa,Niger,Tahoua,Tahoua,Tebaram,Saraye,14.8299,4.357,1,Undisclosed Source,Local partner-Other,"Looting: On 15 February 2023, IS Sahel militants extorted cash in 'zakat' taxes in the village of Saraye (Tahoua, Tahoua).",0,,1677520658
NIR29792,2023-02-15,2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Niger),,7,27,Civilian targeting,562,Western Africa,Niger,Tillaberi,Tera,Gorouol,Tambanguel,14.7433,0.4698,1,Undisclosed Source,Local partner-Other,"On 15 February 2023, presumed IS Sahel militants killed a man in the village of Tambanguel (Tera, Tillaberi).",1,,1677520658
NIR29794,2023-02-15,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Niger),,3,Civilians (Niger),Labor Group (Niger),7,37,Civilian targeting,562,Western Africa,Niger,Tahoua,Birni N'Konni,Birni N'Konni,Doli,13.85,5.2166,1,Undisclosed Source,Local partner-Other,"On 15 February 2023, an unidentified armed group with machetes and batons entered the domicile of a cattle trader in the village of Doli (Birni N'Konni, Tahoua). One person was severely wounded and a large sum of cash seized by the assailants.",0,,1677520658
SEN1656,2023-02-15,2023,3,Political violence,Riots,Mob violence,Rioters (Senegal),Vigilante Group (Senegal),5,Civilians (Senegal),Pastoralists (Senegal),7,57,Civilian targeting,686,Western Africa,Senegal,Thies,Tivaoune,Niakhene,Thilmakha Mbakhol,15.0382,-16.2526,1,Le Quotidien (Senegal),National,"Around 15 February 2023 (month of), a mob burned a house of a pastoralist and assaulted his family in Thilmakha Mbakhol (Niakhene, Tivaoune, Thies). They were accusing one of the family members of being responsible for the assault on a motorcyclist.",0,crowd size=no report,1677520658
TOG8743,2023-02-15,2023,3,Strategic developments,Strategic developments,Other,Civilians (Togo),Refugees/IDPs (Togo),7,,,0,70,,768,Western Africa,Togo,Savanes,Tone,,Dapaong,10.8639,0.205,2,BBC News; Republique Togolaise; RFI; Togo Actualite; Togoweb,National-International,"Displacement: Around 15 February 2023 (month of), around 4900 people have fled their villages due to increased attacks by armed groups in the Dapaong area (Tone, Savanes).",0,,1677520658
BEN916,2023-02-15,2023,3,Strategic developments,Strategic developments,Other,Civilians (Togo),Refugees/IDPs (Togo),7,,,0,70,,204,Western Africa,Benin,Atacora,Materi,,Materi,10.6961,1.063,2,24h au Benin; Acotonou; L'investigateur; RFI; Togoweb; Undisclosed Source,Local partner-Other,"Displacement: Around 15 February 2023 (month of), around 750 Togolese have fled their villages in Savanes area due to increased attacks by armed groups and took refuge in districts of Gouande, Chahoun Cossi and Tantega near Materi (Materi, Atacora).",0,,1678726477
BEN918,2023-02-15,2023,1,Political violence,Violence against civilians,Attack,Military Forces of Benin (2016-),,1,Civilians (Benin),,7,17,Civilian targeting,204,Western Africa,Benin,Borgou,Bembereke,,Bembereke,10.2242,2.6675,1,Undisclosed Source,Local partner-Other,"On 15 February 2023, a Beninese soldier stabbed 3 civilians for unknown reasons in Bembereke (Bembereke, Borgou). 1 victim died.",1,,1678726478
BEN919,2023-02-15,2023,3,Strategic developments,Strategic developments,Change to group/activity,Military Forces of France (2017-),Military Forces of Benin (2016-),8,,,0,80,,204,Western Africa,Benin,Alibori,Kandi,,Kandi,11.1342,2.9386,3,Undisclosed Source,Local partner-Other,"Security measures: Around 15 February 2023 (month of), French soldiers, presented as instructors, patrolled alongside the Beninese military in the region of Kandi (Kandi, Alibori).",0,,1678726478
BEN920,2023-02-15,2023,1,Political violence,Riots,Mob violence,Rioters (Benin),Fulani Ethnic Group (Benin); Pastoralists (Benin),5,Civilians (Benin),,7,57,Civilian targeting,204,Western Africa,Benin,Atacora,Kerou,,Koabagou,11.0758,1.9199,1,Undisclosed Source,Local partner-Other,"On 15 February 2023, Fulani attacked residents after Beninese soldiers arrested one of their own, accused of being a militant, in Koabagou (Kerou, Atacora). A conflict between a Fulani and a farmer could also be the cause of the denunciation to the army according to the source.",0,crowd size=no report,1678726478
BFO9392,2023-02-15,2023,1,Strategic developments,Strategic developments,Arrests,Military Forces of Burkina Faso (2022-),,1,Civilians (Burkina Faso),,7,17,,854,Western Africa,Burkina Faso,Sahel,Seno,Falagountou,Ekeou,14.2746,0.1721,1,Facebook,New media,"On 15 February 2023, soldiers arrested nineteen civilians in the village of Ekeou (Seno, Sahel). In a statement released on 16 March 2023 by the MBDHP - Mouvement Burkinabe des Droits de l'Homme & des Peuples (Seno Section), it was reported that the families of the victims have approached the authorities several times but have not yet received any news of their relatives.",0,,1679345739
MLI8297,2023-02-15,2023,3,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),Idourfane Ethnic Group (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Gao,Ansongo,Tin Hama,Amalaoulaou,15.4024,1.297,2,Al Naba,International,"Around 15 February 2023 (month of), IS Sahel militants killed two men from the Idourfane community by executing them near Amalaoulaou (Ansongo, Gao). The victims were accused of being spies for the Wagner Group and were abducted on 27 November 2022 at the weekly market in the town of Tin Hama.",2,,1680570813
BEN907,2023-02-14,2023,1,Political violence,Riots,Mob violence,Rioters (Benin),Vigilante Group (Benin),5,Civilians (Benin),,7,57,Civilian targeting,204,Western Africa,Benin,Atlantique,Abomey-Calavi,,Abomey-Calavi,6.45,2.35,1,24h au Benin; L'investigateur,National,"On 14 February 2023, a group beat to death an alleged chicken thief in Abomey-Calavi (Abomey-Calavi, Atlantique).",1,crowd size=no report,1676916121
